Spørsmål ID,Original ID,Spørsmål,Rekkefølge,Kategori ID,Kategori,Kategori Slug,Beskrivelse
98ce1784-b080-4663-b50f-98bc42c8d409,364,Dagens språkkrav for norsk statsborgerskap bør fjernes,11,61,Innvandring og integrering,immigration,"For å få norsk statsborgerskap må man bestå en prøve i norsk muntlig.  Noen mener dette ikke burde være et krav. De mener at andre krav, som for eksempel hvor lenge man har bodd i Norge bør spille inn i vurderingen og kan være like viktig for å sikre god integrering.  Andre mener det er viktig å fortsatt ha et språkkrav for å sikre god integrering.  Andre igjen mener at dagens krav bør økes for å sikre god integrering. "
4438f186-af55-47ca-9e9b-0df880913b78,367,Kristne flyktninger bør prioriteres til Norge,12,61,Innvandring og integrering,immigration,Noen partier mener vi bør prioritere å hente kristne flyktinger til Norge.  Andre mener det er feil å prioritere flyktningene på grunn av religionen de har.
be3267bd-5924-4f6a-8557-41803b5f6d31,368,Det bør være en tidsfrist på å trekke tilbake statsborgerskap,13,61,Innvandring og integrering,immigration,"Dersom det viser seg at noen har fått statsborgerskap på feil grunnlag, kan myndighetene tilbakekalle statsborgerskapet, uavhengig av hvor lenge man har bodd i Norge.  Noen mener det burde settes en tidsfrist (også kalt foreldelsesfrist) på dette, for å sikre at de som har levd i Norge i lang tid ikke risikerer å miste statsborgerskapet.  Andre mener at de som har fått statsborgerskap på feil grunnlag må fratas det, uavhengig av tiden som har gått. "
0ea7ad55-9b7c-455a-b32e-6a003a946916,366,Kravet om en viss inntekt for å få familiegjenforening bør fjernes,14,61,Innvandring og integrering,immigration,"For å få familiegjenforening i dag må personen som bor i Norge kunne dokumentere at de har en inntekt over et visst nivå, for å kunne forsørge den som søker oppholdstillatelse. Nivået ligger i dag på rett under 400.000 kroner, ifølge Utlendingsdirektoratet (UDI).  Noen mener dette ikke burde være et krav, mens andre mener inntektskravet bør være høyere enn det er i dag."
e2d67ec9-7190-430f-89f5-a6fd6bbbd6f1,369,Asylsøkere som kommer til Norge bør sendes til asylsentre i utlandet,15,61,Innvandring og integrering,immigration,"Noen mener at asylsøkere som kommer til Norge heller bør sendes til trygge asylsentre i utlandet, mens de venter på å få asylsøknaden sin behandlet.  Tilhengere mener at dette kan gi et mer effektivt og bærekraftig asylsystem.  Andre mener dette er feil og at Norge må sørge for å ivareta asylsøkere som kommer hit innenfor våre egne landegrensene."
1b06e5e6-9441-4e89-895e-03ff5637c568,370,Det bør være lov å tjene penger på å drive asylmottak,16,61,Innvandring og integrering,immigration,"Norske asylmottak driftes av offentlige, ideelle og kommersielle aktører.  Noen mener kommersielle aktører ikke bør få drifte mottakene, fordi de mener at man ikke skal kunne tjene penger på asylmottak. Andre mener de bør få fortsette å drive, og at dette kan bedre tilbudet."
b3f2939e-6ff4-4262-a580-45c4c62dd2c0,371,Utlendingsnemnda (UNE) bør erstattes med en domstol for å avgjøre asylsaker\n\n,17,61,Innvandring og integrering,immigration,"Dersom en asylsøker får avslag på søknaden sin hos Utlendingsdirektoratet (UDI), kan vedkommende klage til Utlendingsnemnda (UNE). Noen mener at nemnda bør erstattes med en domstol som kan avgjøre om asylsøkeren får et endelig avslag, fordi de mener dette gir bedre rettssikkerhet. Andre mener man heller burde jobbe for at UNE skal ligne mer på en domstol, heller enn å erstatte den. Andre igjen mener dagens ordning ivaretar rettssikkerheten godt nok. "
910ab3ab-2f0d-4b14-b5ca-981d6fe8a253,372,Asylsøkere som har vært i Norge i over ti år bør få varig opphold,18,61,Innvandring og integrering,immigration,"Noen partier vil gi asylsøkere som har vært i Norge i over ti år, og som staten ikke har klart å returnere, varig opphold (amnesti).  Andre partier mener vi ikke skal ha en slik ordning. "
94594cdb-e5dd-4575-95f4-3234ffaf2840,374,Bompenger bør avskaffes,19,60,Trafikk og samferdsel,traffic,"Bompenger er en avgift bilister betaler for at man bruker veiene man kjører på. Bompenger folk betaler er ofte øremerket spesifikke veiprosjekter, kollektivtilbud eller sykkelveier.  Noen mener bilister skal slippe å betale for dette, og at staten i stedet bør ta regningen.  Andre mener det er rimelig at bilister må betale, og at det er et godt klimatiltak.  Noen vil erstatte bompenger med for eksempel veiprising. Veiprising er en avgift som justeres etter flere faktorer, som for eksempel hvor lang veien, om det er en strekning med mye kø eller om veien bidrar med mye forurensing. "
3883517d-49f3-4118-8057-d6b0c07f2efb,375,Det bør bli dyrere å fly,20,60,Trafikk og samferdsel,traffic,Flytrafikken innenfor Norges grenser står for store utslipp.  Noen vil gjør det dyrere å fly av hensyn til klima.  Andre mener avgiften svekker næringslivet og går utover folks lommebok.
6dd45c26-1cfd-4a4b-abc5-d8667d73e4af,382,Det bør bli færre parkeringsmuligheter enn i dag i de store byene,21,60,Trafikk og samferdsel,traffic,"Noen partier mener det bør bli mindre plass til bilen i byene av hensyn til fotgjengere, syklister og miljøet.  Andre mener det er viktig å bevare muligheten til å bruke bil av hensyn til dem som er avhengige av bilen og av hensyn til fremkommeligheten for næringslivet. "
b21aab60-d1f6-4263-92b8-98b79ac74729,376,Den øvre fartsgrensen på motorveier bør heves,22,60,Trafikk og samferdsel,traffic,"110 km/t er i dag høyeste fartsgrense i Norge.  Noen mener denne bør heves av hensyn til effektivisering og folks frihet.  Andre mener dagens grense bør bestå, eller senkes, av hensyn til miljøet og trafikksikkerheten. "
e0c2f473-352a-4d27-95ec-958335971939,377,Ferger bør i større grad erstattes med bru og tunnel,23,60,Trafikk og samferdsel,traffic,"Noen vil bygge mer bru og tunnel der det nå går ferge, for å effektivisere og forenkle enkelte strekninger.  Andre mener dette vil ha negative konsekvenser for naturen og miljøet, og at det vil gå utover lokalmiljøet. "
b778455e-9d76-4216-8f3e-6601796b27a3,373,Drivstoffavgiftene må kuttes,24,60,Trafikk og samferdsel,traffic,"Noen partier mener drivstoffavgiftene må kuttes for å redusere prisene på bensin og diesel.  Andre mener at å kutte i drivstoffavgiftene er for dyrt for staten og vil heller prioritere å bruke penger på andre ting.  Noen vil øke avgiftene for å redusere utslipp av klimagasser, og for å gi Norge inntekter. "
d00a0d48-6e94-437a-9723-4a853bdca234,378,Å drifte togtilbud bør kun være en offentlig oppgave,25,60,Trafikk og samferdsel,traffic,"Noen partier vil konkurranseutsette jernbanen. Det vil si at private aktører kan drifte togtilbudet på vegne av staten. Noen mener at konkurransen vil bety at kundene får det beste tilbudet.  Noen mener derimot at togtilbudet kun bør driftes av offentlige aktører og eies av staten, og at dette vil gjøre tilbudet bedre for folk flest. "
d97390c0-b349-4aa5-9e74-78562a661b89,379,Nord-Norgebanen bør bygges,26,60,Trafikk og samferdsel,traffic,"Det er uenighet om hvorvidt jernbane mellom Fauske og Tromsø bør realiseres. Noen mener det er for dyrt og at det er lite lønnsomt.  Andre mener prosjektet må prioriteres for å gi denne regionen et togtilbud, og fordi tog er mer klimavennlig enn for eksempel fly. Noen mener at å bygge denne strekningen vil ødelegge for mye natur, sett opp mot hvor mye den vil bli benyttet av folk.  "
7bb9b193-10d2-43f6-bdd7-22d835008db0,380,Cruiseskip bør seile utslippsfritt i alle norske fjorder,27,60,Trafikk og samferdsel,traffic,"Stortinget vedtok i 2018 at cruiseskip, turistbåter og ferger må ha nullutslippsteknologi for å få seile de fem norske fjordene som er oppført på UNESCOs verdensarvliste (en liste over de fremste natur- og kulturminnene i verden).  Noen mener at cruiseskip bør seile utslippsfritt i alle norske fjorder, ikke bare de fem.  Andre mener dagens krav er tilstrekkelige.  Andre igjen vil fjerne cruiseskipene helt fra alle norske fjorder. "
7ac50ffc-1ba7-4dcb-ab3c-1f5fbaafea9f,381,Kommunene bør i større grad få avgjøre hvor man kan kjøre snøscooter,28,60,Trafikk og samferdsel,traffic,"I utgangspunktet er det ulovlig å kjøre snøscooter i naturen. Kommunen har likevel adgang til å gi visse unntak.  Enkelte mener at kommunens selvbestemmelse bør veie tyngst, og peker på at snøscootere er nyttig for folk i deler av landet.  Andre peker på negative konsekvenser som støy og forurensing og mener staten bør bestemme at det fortsatt skal være ulovlig over hele landet."
5fe57376-2681-4a19-a192-089a610affa2,455,EØS-avtalen er bra for Norge,29,63,"Utenriks, forsvar og demokrati",democracy,"EØS-avtalen tråde i kraft i 1994 og står for Det europeiske økonomiske samarbeidsområde. EØS-avtalen handler om fri bevegelighet for varer, personer og tjenester.  Noen mener EØS-avtalen flytter makten vekk fra Norge og at den fører til en rekke negative konsekvenser, som eksempel sosial dumping. Noen partier tar til orde for en alternativ handelsavtale.  Andre mener EØS-avtalen er viktig for Norge, fordi den sikrer mer europeisk samarbeid, er bra for norsk handelspolitikk og fordi de mener den bidrar til trygghet og sikkerhet for landet."
d60d67e2-1dcd-4859-8711-f63b303d556d,394,Norge bør forbli en del av NATO,30,63,"Utenriks, forsvar og demokrati",democracy,"Siden 1949 har Norge vært en del av forsvarsalliansen NATO.  Noen vil melde Norge ut av alliansen fordi de mener at NATO gjør Norge mer utsatt for angrep. De ønsker heller et nordisk forsvarssamarbeid.  Andre mener NATO er viktig for Norge, og sentral for Norges sikkerhet og trygghet. "
b5b08662-663a-41eb-8bb7-e170c2403a3d,384,Fylkeskommunen bør legges ned,31,63,"Utenriks, forsvar og demokrati",democracy,"Fylkeskommunen har blant annet ansvar for den offentlige tannhelsetjenesten og videregående opplæring.  Noen ønsker å avvikle fylkeskommunen som forvaltningsorgan, fordi man mener det ikke er nødvendig med to forvaltningsnivåer i Norge.  Andre mener det er riktig å bevare fylkeskommunen og at disse to forvaltningsnivåene sikrer best tjenester. "
b784cb6b-c5dd-4e17-881e-219b5076c909,387,Plikten om å måtte bo på landbrukseiendom bør fjernes,32,63,"Utenriks, forsvar og demokrati",democracy,"I dag pliktes man å bo på landbrukseiendommen man forvalter (kalt boplikt). Boplikten gjelder for landbrukseiendom over en viss størrelse.  Noen mener boplikten bør fjernes, for å gjøre det enklere å eie landbrukseiendom i Norge.  Andre mener boplikten er viktig for å sikre at gårder i distriktene ikke står tomme og gror igjen. "
4ad5ff38-51b3-4ddc-a1ea-8025f7f1d405,388,Monarkiet i Norge bør avskaffes,33,63,"Utenriks, forsvar og demokrati",democracy,I Norge er kongen statens overhode.  Noen mener at landets øverste leder bør være demokratisk valgt.  Andre mener at kongehuset har en viktig og samlende funksjon for det norske samfunnet. 
da380f2a-7ebe-4354-af5f-a2209d679583,389,Sametinget bør legges ned,34,63,"Utenriks, forsvar og demokrati",democracy,Sametinget er samenes folkevalgte organ. Det er ment å ivareta samenes interesser og rettigheter.  Noen mener at dette ikke er nødvendig og at samenes interesser ivaretas godt nok av folkevalgte på Stortinget.  Andre mener sametinget har en viktig funksjon for samene som urfolk. 
b87e187b-aa97-4889-84ca-6739ff44bdc6,386,16-åringer bør få stemmerett,35,63,"Utenriks, forsvar og demokrati",democracy,I dag må du være 18 år for å stemme i både lokal- og stortingsvalg.  Noen mener det er positivt for demokratiet at også 16- og 17-åringer kan få stemme.  Andre mener at dagens aldersgrense bør bestå. 
49a15ef7-a458-4bb6-b3ab-b0313abcd8a7,390,Vi bør ha folkeavstemming om EU-medlemskap så raskt som mulig\n,36,63,"Utenriks, forsvar og demokrati",democracy,"Norge er ikke medlem av EU i dag, men er medlem av EØS-avtalen.  Noen mener Norge bør bli medlem av EU for å kunne være med å påvirke EU innenfra, og for sørge for et tettere europeisk samarbeid. De vil ha folkeavstemming så raskt det lar seg gjøre.  Andre mener at samarbeidet mellom Norge og EU er godt nok ivaretatt av EØS-avtalen, og at et EU-medlemskap vil svekke norsk selvråderett. De mener det ikke er nødvendig med en folkeavstemming nå.  Andre igjen mener et medlemskap i EU ville vært svært dårlig for Norge, og ønsker også å trekke Norge ut av EØS-avtalen. "
8186a132-a96b-41f0-9ddb-1768abef6029,392,Norge bør ta alle Oljefondets investeringer ut av Israel,37,63,"Utenriks, forsvar og demokrati",democracy,"Vår felles sparegris, Oljefondet, investerer i næringsvirksomhet, selskaper og eiendommer verden over. Israel er ett av 70 land Oljefondet har investeringer i.  På grunn av Israels pågående folkerettsbrudd mot det palestinske folk og ulovlig okkupasjon av Vestbredden mener noen at Norge bør trekke sine investeringer helt ut av Israel. De mener at Norges investeringer bidrar med folkerettsbrudd.  Noen mener boikott ikke er riktig, men at Norge likevel bør trekke seg ut av enkelte investeringer i Israel.  Andre igjen mener at politikk ikke bør styre Oljefondets investeringer, og at slike vurderinger er godt ivaretatt av Etikkrådet. Oljefondet trakk seg nettopp ut av flere israelske selskaper på grunn av massivt press. Noen mener det ikke er nok, og vil trekke fondet helt ut av Israel, uavhengig om investeringene bidrar til folkerettsbrudd og okkupasjon, for å legge press på landet."
f997fc81-ca82-4735-96d4-86dbac1c2ba3,393,Norge bør gi 1 prosent av BNP til bistand,38,63,"Utenriks, forsvar og demokrati",democracy,"I 2024 ga Norge 55,7 milliarder i bistand. Det utgjør 1,02 prosent av den norsk bruttonasjonalprodukt (BNP). I dag er det et politisk mål at Norge skal bidra med 1 prosent av inntekten, men det er ikke alltid Norge klarer målet.  Noen mener at 1 prosent bistand er for mye og vil ha betydelige kutt. De vil heller bruke pengene på andre ting i Norge.  Andre vil beholde målet fordi de mener denne andelen bistand er et viktig bidrag i arbeidet mot fattigdom og ulikhet i andre land. "
af63fc74-915c-47d7-ba8a-259103a1a6cc,396,Norge bør ikke kjøpe fregatter fra USA,39,63,"Utenriks, forsvar og demokrati",democracy,"I dag kjøper Norge fregatter (mellomstore krigsskip) fra ulike land. I år skal også Norge inngå et strategisk partnerskap med landet som produserer fartøyene.  Noen mener Norge ikke bør kjøpe fregatter fra USA fordi forholdet mellom Norge og USA har blitt mer krevende og innebærer mer usikkerhet med Trump-administrasjonen.  Noen vil at Norge skal prioritere å kjøpe fregatter fra USA for å styrke forholdet mellom Norge og USA. Noen mener det ikke er aktuelt å utelukke USA og at det er viktig for Norges sikkerhet å fortsette å handle og samarbeide med USA, uavhengig av hvem som styrer. "
fcd2ac11-b3e4-4312-9a2d-4e3b9088a720,398,De med høyest inntekt bør skatte mer enn i dag,40,64,"Økonomi, skatt og arbeid",economy,Du betaler skatt av inntektene du tjener i løpet av et år. De som tjener mest skatter i dag mer enn de som tjener mindre.  Flere mener at de rikeste ikke skatter nok og at dette fører til mer ulikhet i samfunnet.  Andre mener folk bør få beholde mer av sin egen inntekt.
c2357a72-5ec4-4871-b126-48caa37c418d,401,"Folk bør jobbe mindre enn 7,5 timer om dagen ",41,64,"Økonomi, skatt og arbeid",economy,"I dag er en vanlig arbeidsdag 7,5 timer.  Flere tar til orde for at en arbeidsdag bør kortes ned til 6 timer. De mener at det vil være helsebringende for personer i belastende yrker, at det vil øke effektiviteten. De vil også at folk skal ha mer fritid.  Motstanderne mener en kortere arbeidsdag vil ramme arbeidsoppgavene, arbeidsplasser og privat næringsliv."
67407df2-e3ae-4c7b-b0d5-ad67de2a6507,397,Det bør være eiendomsskatt på boliger og fritidseiendommer,42,64,"Økonomi, skatt og arbeid",economy,"I dag kan kommuner kreve inn eiendomsskatt. I 2024 har 323 av 357 kommuner innført dette, ifølge SSB.  Eiendomsskatten er kommunens mulighet til å skaffe en ekstra inntekt, og blir brukt til å finansiere velferdsgoder.  Noen mener dette er et unødvendig tiltak, som smerter mer enn det lønner seg. "
16e0d4e5-b5a9-4c6e-8431-de1dbdc2a2fd,399,Formuesskatten bør fjernes,43,64,"Økonomi, skatt og arbeid",economy,"Formuesskatt er skatt man betaler av formuesobjekter, som eiendom, bankinnskudd og aksjer.  Noen vil fjerne skatten helt, fordi de mener det bidrar til mindre investering og sysselsetting.  Noen vil fjerne den kun på arbeidende kapital, altså verdier gjennom arbeidsplasser, som maskiner og driftsbygninger. (Ifølge eksperter er imidlertid «arbeidende kapital» en upresis betegnelse, fordi alt i prinsippet kan skape verdier.) Noen mener formuesskatten generelt bør økes for å utjevne sosiale forskjeller.  Andre vil endre reglene – og vil kun øke den for de med de høyeste formuene og senke den for de med de minste formuene. "
f92ba7cd-3593-4136-b0e4-4d34ed09ca36,402,Det er bra at det har blitt vanskeligere å ansette noen midlertidig,44,64,"Økonomi, skatt og arbeid",economy,"Fra 1. april 2023 ble det innført strengere regler for leie inn arbeidskraft fra bemanningsforetak (foretak som leier ut arbeidskraft.) Det er fastsatt enkelte unntak.  Tilhengerne av denne endringen mener det styrker arbeidstakers rettigheter, og at midlertidighet kun bør brukes unntaksvis.  Andre mener dette gjør det vanskeligere for folk å få i jobb og at det går utover arbeidsplassen. "
da581e19-3e90-4b56-a5b7-68d1d6ee3d82,403,Det bør innføres makspris på strøm,45,64,"Økonomi, skatt og arbeid",economy,"Å sette makspris på strøm vil si at man setter et øvre tak på hvor mye strømmen skal koste.  Noen mener dette tiltaket vil koste for mye, og at det kan føre til at vi bruker mer kraft enn vi har.  Flere vil heller innføre fastpris, som vil si at det settes en sum for hva strømmen koster, uavhengig av svingningene i markedet. Det blir nå gjennomført i Stortinget. Andre mener det finnes bedre løsninger som både bidrar til energieffektivisering- og sparing, og som vil gi folk som har minst bedre råd – som for eksempel ved å gi en fast strømstøtte til alle, uansett forbruk."
adfbb73a-7922-4e4d-961f-d4ee4f305a06,400,Arveavgift bør innføres,46,64,"Økonomi, skatt og arbeid",economy,"Arveavgift er en skatt man betaler for å motta arv eller gaver.  Fra 2014 ble arveavgiften avviklet i Norge.  Noen mener det bør gjeninnføres en form for avgift når man arver store verdier, fordi arv av store summer bidrar til sosiale forskjeller.  Andre mener denne avgiften er urimelig, og vil at folk skal slippe å betale en avgift disse pengene. "
9e34a9bc-5002-458b-8bad-a98329ceb874,404,Det bør være grunnrenteskatt på havbruksnæringen,47,64,"Økonomi, skatt og arbeid",economy,Grunnrenteskatt betyr at man betaler en skatt for å bruke landets felles naturressurser.  De som ønsker en grunnrenteskatt på havbruksnæringen mener at de store verdiene som skapes i større grad bør komme fellesskapet til gode.  Motstanderne mener grunnrenteskatt rammer næringen for hardt og truer arbeidsplasser langs kysten. 
69bb81af-97e6-48f4-bde3-82abd0c0f8ef,405,Kvotering er bra for å sikre mangfold i yrkeslivet,48,64,"Økonomi, skatt og arbeid",economy,"Kvotering i yrkeslivet handler om å velge enkelte, ofte marginaliserte eller underrepresenterte grupper, som skal ha fortrinn i en ansettelsesprosess.  Noen mener kvotering er en god måte å få en større andel av bestemte grupper inn i arbeidslivet på.  Andre mener dette kan hindre de beste kandidatene i å få jobben. "
e6c0378d-558c-420f-873e-38ec772486bd,406,Borgerlønn bør innføres,49,64,"Økonomi, skatt og arbeid",economy,"Borgerlønn er en ordning som gir alle borgere en garantert grunninntekt (vanlig estimat er på 15.000-30.000 i måneden). Forkjempere for denne ordningen mener dette kan bidra til å bekjempe fattigdom og redusere forskjeller, samt forenkle byråkratiet i NAV. Noen vil prøve ut garantert minsteinntekt, som et steg mot borgerlønn.  Motstanderne mener det er for kostbart, at det kan føre til at færre ønsker stå i jobb, og at det vil være negativt for næringslivet og folks helse. "
26e3a1cf-f279-4f0d-8312-bbfd19aee2aa,407,Unge under 30 skal ikke uføretrygdes,50,64,"Økonomi, skatt og arbeid",economy,"I dag kan man motta uføretrygd om egen inntektsevne er varig redusert på grunn av sykdom eller skade.  Noen mener at unge under 30 ikke skal kunne motta varig uføretrygd, med enkelte unntak, fordi de mener det kan hindre folk å komme seg tilbake i arbeidslivet.  Andre mener forslaget er usosialt, og at det vil gå utover de svakeste i samfunnet. "
5230a00b-7a03-47fb-9760-605118a07c69,414,Antall ulv i Norge bør reduseres,51,65,"Klima, natur og miljø",climate,"Stortinget har satt et mål (bestandmålet) om at det skal bli født fire til seks norske ulvekull i året.  Noen mener ulven truer norske husdyr og folk, og at det bør være mindre ulv.  Andre mener dette ikke stemmer, og at er viktig å ta vare på den norske ulven som en truet dyreart, og som en del av de norske økosystemet.  Noen vil beholde antallet som det er i dag, andre vil øke det. "
16610907-5b67-48a3-9c74-2e7c481fb288,409,Utbygging av vindkraft til havs bør skje,52,65,"Klima, natur og miljø",climate,"Noen mener at det bør satses på havvind i Norge, fordi dette er en fornybar energikilde, og kan bidra i den grønne omstillingen.  Andre mener dette er for risikabelt av hensyn til naturen, og mener man bør satse på andre grønne næringer.  Noen vil kun ha flytende havvind, ikke bunnfast havvind. "
cb96511d-0876-41a2-b7fb-b604d0a8a46e,410,Olje- og gassplattformer i Norge bør elektrifiseres,53,65,"Klima, natur og miljø",climate,"I dag får de fleste norske oljeplattformer strøm fra egne gasskraftverk. Dette er en kilde til store mengder utslipp.  Noen mener olje- og gassanleggene bør få strøm fra land eller fra havvind for å sikre mindre utslipp.  Noen mener at kraft fra land er uheldig fordi de vil føre til høyere strømpriser, og at denne kraften kan brukes på en mer hensiktsmessig måte.  Noen mener elektrifisering er en måte å forlenge næringens levetid, og vil heller på fase ut oljenæringen som helhet på sikt. "
60b9593c-4938-49fa-9bc0-d2a098712cc1,411,Staten bør gjøre det dyrere å spise kjøtt,54,65,"Klima, natur og miljø",climate,"Noen mener folk bør betale mer for kjøttet i Norge, av hensyn til klima, landbruket, miljø og dyrevelferd. De tar til orde for å heller gjøre det billigere å spise frukt og grønt.  Andre mener at folk ikke skal måtte betale for høyere kjøttpriser, og at man må få spise det man selv vil. "
dada76a9-833e-488b-b289-cf4062d78d04,412,"Det bør åpnes for å utrede oljeboring i Lofoten, Vesterålen og Senja",55,65,"Klima, natur og miljø",climate,"I dag er det ikke lov å bore etter olje i Lofoten, Vesterålen eller Senja.  Noen partier ønsker å se på mulighetene for å bore etter olje i disse områdene for å gi Norge mer inntekter fra olje og gass.  Andre partier sier nei til all oljeaktivitet her, fordi de mener områdene er for sårbare og fordi det vil føre til utslipp. "
2ee4c9da-d07b-49bb-aed2-5a2db5907d02,413,Det er viktig med en sluttdato for norsk olje- og gassproduksjon,56,65,"Klima, natur og miljø",climate,"FNs generalsekretær har bedt alle land om å slutte å lete etter ny olje og gass av hensyn til klima og sikkerhet.  Noen partier vil at Norge skal gradvis fase ut hele olje- og gassproduksjonen innen en femtenårs-periode, uavhengig av om man klarer å kutte utslipp i industrien.  Andre mener det lite hensiktsmessig å sette en sluttdato nå av hensyn til økonomi og sikkerhet, og vil at markedet skal styre hvorvidt Norge skal fortsette å lete og produsere olje.  Noen vil ikke fase ut næringen, men heller jobbe med å kutte utslipp i olje- og gassproduksjon.  Noen vil utvikle næringen i uoverskuelig framtid. "
b8b770d7-1a58-4446-b587-2f7e2d6a84cb,415,Norge bør bygge ut flere vernede vassdrag til kraft,57,65,"Klima, natur og miljø",climate,"I år vedtok flertallet på Stortinget å åpne for å bygge ut vernede vassdrag.  Noen mener at dette skader naturen og økosystemene, og at vern må bety vern.  Andre mener at vedtaket ikke vil gripe inn i viktig natur, og at kraft, også fra enkelte vernede vassdrag, er noe som bør prioriteres nå. "
