Spørsmål ID,Spørsmål,A,DEMN,DNI,FRED,FRP,GENP,H,HELSE,INP,KRF,KRISTNE,MDG,PP,PS,RØDT,SP,SV,V
e05f7554-d6db-4c70-9f85-8bb18b70f844,Bompenger bør avskaffes,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,-1,-2
c0480c11-fbf5-4e84-8ec3-3e5caccad585,Det bør bli dyrere å fly,-1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,1,-2,-2,1,-2,1,1
bb14c734-70ad-4e21-a22d-d135e59c220d,Det bør bli færre parkeringsmuligheter enn i dag i de store byene,1,-2,-2,-2,-2,-2,-1,-2,-2,-1,-2,1,-2,-2,1,-2,1,1
dd1fcccf-e741-43b9-9351-0cdcec5b713b,Den øvre fartsgrensen på motorveier bør heves,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-1
56d15b7c-3b59-4c1c-865f-bf21a8bd6409,Ferger bør i større grad erstattes med bru og tunnel,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,1,-1,-2
7f259d26-8734-45b5-838c-3cedf54f1de1,Drivstoffavgiftene må kuttes,-1,-2,-2,-2,1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,1,-2,-2
fea44d2e-556b-4b02-8328-3286dc958a7f,Å drifte togtilbud bør kun være en offentlig oppgave,1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,1,1,1,-2
0a4c2873-0309-4cc9-b282-6440c4bc8318,Nord-Norgebanen bør bygges,1,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,-2,1,1,1,-1
bedd1fd7-db9b-4334-b468-3d1cb26823d7,Cruiseskip bør seile utslippsfritt i alle norske fjorder,1,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,1,-2,-2,1,-1,1,1
f7a99f66-35a6-465d-9214-458681194d0e,Kommunene bør i større grad få avgjøre hvor man kan kjøre snøscooter,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2
0f0f8771-bf0a-4adf-b6e3-9b915d34d172,EØS-avtalen er bra for Norge,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,-2,-2,-1,1
49ead780-eca0-4ba8-9600-02dfa710e635,Norge bør forbli en del av NATO,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,-2,1,1,1
a7474149-290d-46af-8f2d-a763cd2f3470,Fylkeskommunen bør legges ned,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1
6a910ddd-a9b7-4570-ac38-4cc1ea2735de,Plikten om å måtte bo på landbrukseiendom bør fjernes,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1
55c8743c-80ee-4b25-aff1-ecf2938f9d2a,Monarkiet i Norge bør avskaffes,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,1
311d09e9-554e-47ca-923c-5dd711c76387,Sametinget bør legges ned,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
eef565d0-29d7-4ca9-a3d8-e6575463bdfd,16-åringer bør få stemmerett,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-1,1,1
7d1ce1c2-17f9-420d-92a8-6d86d479f863,Vi bør ha folkeavstemming om EU-medlemskap så raskt som mulig\n,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1
1bee856f-9e33-4ac8-8a60-41ebea52d9e4,Norge bør ta alle Oljefondets investeringer ut av Israel,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-1,1,1
0f2a8ea2-9b7a-4f93-b5c1-93ed124e9052,Norge bør gi 1 prosent av BNP til bistand,1,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,1,-2,-2,1,1,1,1
3f4bc473-618c-4919-a05d-0e45b278ba3f,Norge bør ikke kjøpe fregatter fra USA,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-1,1,-1
f5264619-308f-4a77-8147-bf6ad78fe5a5,De med høyest inntekt bør skatte mer enn i dag,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,1,1,1,1
f9642136-e59b-469d-aacb-c9a26d811815,"Folk bør jobbe mindre enn 7,5 timer om dagen ",-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,1,-1,1,-2
eda30c9b-b689-407d-9881-f11ed2643595,Det bør være eiendomsskatt på boliger og fritidseiendommer,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-1
b07f0a1f-120f-46ce-93fd-5561548c1c9e,Formuesskatten bør fjernes,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,-1,-2,-2,-2,-1,-2,1
15ee7818-e127-4d60-94ca-3be5601952ac,Det er bra at det har blitt vanskeligere å ansette noen midlertidig,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1,1,-2
0b0fdcea-7b16-4971-88d8-1c5f9b7b4191,Det bør innføres makspris på strøm,1,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,-1,-2
9d580b51-2ea6-48f6-8050-5e3780833caa,Arveavgift bør innføres,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-2
e1714dd9-94da-4ad1-bfe1-de0db9b797f5,Det bør være grunnrenteskatt på havbruksnæringen,1,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,1,-2,-2,1,1,1,1
3c300881-402f-4033-844f-4b94713c18dd,Kvotering er bra for å sikre mangfold i yrkeslivet,1,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,1,-2,-2,1,1,1,1
a072f1e4-f76d-4a87-a47f-839d1529bc5c,Borgerlønn bør innføres,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,-2,-2,-2,-1
c4b05ad3-d144-4c81-97e7-684feec0ff63,Unge under 30 skal ikke uføretrygdes,-1,-2,-2,-2,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-1,-2,-1
fcde1f4e-ba61-4799-b5cb-40e13b02d304,Antall ulv i Norge bør reduseres,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,-2,-2
3f7d9eba-81b0-4620-8c8d-f9d43cf9a99a,Utbygging av vindkraft til havs bør skje,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,-2,-1,1,1
78d11c53-292d-4974-9620-787953f60439,Olje- og gassplattformer i Norge bør elektrifiseres,1,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,-2,-2,-2,-2,-1,1,1
29b11a90-c012-40e3-91dc-06ed9800a4ce,Staten bør gjøre det dyrere å spise kjøtt,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,1,1
28ec77af-432b-44c0-bd06-168265a49594,"Det bør åpnes for å utrede oljeboring i Lofoten, Vesterålen og Senja",-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
b77e06ff-4559-4151-9bfa-36d265d0d266,Det er viktig med en sluttdato for norsk olje- og gassproduksjon,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,-2,-2,-1,-1
0fa2dea8-9cdd-45ea-82ff-22311dadb8e3,Norge bør bygge ut flere vernede vassdrag til kraft,1,-2,-2,-2,1,-2,1,-2,-2,-1,-2,-2,-2,-2,-2,1,-2,-2
76ba594b-a3b8-4c71-9a02-b17de7be998c,Vi må bygge flere vindturbiner på land,1,-2,-2,-2,-1,-2,1,-2,-2,1,-2,1,-2,-2,-2,1,-1,1
e75b8921-3544-4e12-99e2-30799c696a71,Staten bør grunnlovsfeste dyrs egenverdi,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-1,-1
e1e8c828-6fb5-46ec-ae60-f0a15517e9bf,Vern av verdifull natur bør stoppe viktige byggeprosjekter,-1,-2,-2,-2,-1,-2,-1,-2,-2,1,-2,1,-2,-2,1,-1,1,1
9bd6debe-60a8-4ac8-8f3c-80288fa03b9b,Det bør bli forbudt å bygge ned myr,1,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-2,-2,1,-2,1,1
d00dc3ec-598d-4d20-a3dc-20171326cf42,Undervisningen i nynorsk bør gjøres valgfri,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2
e0c413c0-be64-4146-8ed8-ed0d357da45f,Skolen bør være leksefri,-1,-2,-2,-2,1,-2,-2,-2,-2,-1,-2,1,-2,-2,1,-1,1,-2
c071c02b-5fbf-4f18-9082-ea35befebcdd,Russetiden bør legges til etter eksamen,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,1,1,-1,-1
0741ddd2-3937-4623-8755-9763ebe94baa,Det bør bli mindre testing og karakterer i skolen enn i dag,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,1,-1,1,-1
c0902d81-7756-44c8-9f27-8015da38a115,Det bør være hovedvekt på kristendom i religionsfag på skolen,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2
080ca739-7418-424e-a854-a509fb5e670c,Eksamen bør avskaffes i grunnskolen og videregående,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-1
d87f69eb-d76b-42aa-98d3-43a4ffc33b08,Det bør bli flere privatskoler,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,-1,-2,-2,-2,-1,-2,1
dd37744d-9e39-4ddc-b994-bb92c14a7874,Det bør være tilleggspoeng for realfag ved opptak til høyere utdanning,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,-2,1,1,1
41bf0800-10da-4e77-b224-1dd73ce9257d,Norge bør ha krav om 4 i norsk og matte for å kunne bli lærer,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1
fd4e0d51-9c28-4d4e-9813-8826f37671e3,Skolen bør undervise i kjønns- og seksualitetsmangfold i barneskolen,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,1,-1,1,1
bb191074-1f81-4d65-a738-1e29792df0dd,6-åringer er for unge til å begynne på skolen,-1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,1,1,-1,-1
d5c09dd0-e8d0-4220-84c1-222811180b0d,Det bør aksepteres at skoler legges ned på grunn av lavt elevtall,1,-2,-2,-2,-2,-2,1,-2,-2,1,-2,1,-2,-2,-2,-2,-1,1
161cf91b-9f55-4abc-a84d-536926cb197d,Skjermbruk i undervisningssammenheng bør begrenses,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,1,1,-1,1
cff72377-17dc-43f4-bcf7-6da9d2b4e632,Norge bør utrede aktiv dødshjelp,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,1
37ebd674-bf7e-46f6-a315-ebbf7a2cc228,Staten bør betale mer av folks tannlegeregninger,1,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,-2,-2,1,1,1,1
8f03e500-7624-4294-acfe-99169cd91ac3,Det er greit å tjene penger på å drive sykehjem,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,-1,-2,-2,-2,-1,-2,1
4b0d854e-95c6-4a56-ab90-3ad1842478dd,De med kjønnsinkongruens under 18 år bør få kjønnsbekreftende helsehjelp,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,1,1,1,1
c4bc93c4-bfc2-4b42-ad46-af38fab7b9e5,Reglene for salg av tobakk bør strammes inn,-1,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,1,-2,-2,1,-2,1,-1
47882f24-cf27-43bd-ab26-5d690573ef8e,Uassisterte hjemmefødsler bør forbys,-1,-2,-2,-2,1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,1,-1,-1
117441a0-5349-46d9-b55d-a15343bd6216,Eldreombudet bør gjenopprettes,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,1,-2,-1,-1
9004ffdc-f2d6-426f-a5af-0191f55e007e,Staten bør overta ansvaret for eldreomsorgen fra kommunene,-1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2
d375a170-7a55-4165-97c3-c1b79d64366d,Det bør være gratis bind og tamponger på alle offentlige toaletter,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,1,-2,-2,1,-2,1,-2
2e181279-e1a8-4f10-8a4b-8f0e8326a096,Norge bør gjeninnføre fritt behandlingsvalg,-2,-2,-2,-2,1,-2,1,-2,-2,1,-2,-1,-2,-2,-2,-1,-2,1
2c4720f6-a41d-4a23-a24b-f5da67500ffe,Politiet bør bære våpen til enhver tid,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2
11e2b607-8e64-47b2-9c55-a8562b75721b,Det er riktig å innføre en samtykkelov i Norge,1,-2,-2,-2,-1,-2,1,-2,-2,1,-2,1,-2,-2,1,1,1,1
02e6ac4f-b3db-4790-a68a-26e83fc51710,Skjenketider og alkoholsalg bør utvides,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,1
3890d5c5-4ad8-4698-ad6c-770b5c2a5840,Å ha brukerdoser av illegale rusmidler til eget bruk skal fortsatt straffes\n,1,-2,-2,-2,1,-2,-1,-2,-2,1,-2,-2,-2,-2,-2,1,-1,-1
5b33b8b9-60b1-422e-8de3-cbb3ac423dd4,Den kriminelle lavalderen bør senkes til 14 år,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
7d6a4099-e0e9-4740-9300-ef0b8e5c8338,Det er riktig å fjerne minstestraffen for voldtekt,1,-2,-2,-2,1,-2,1,-2,-2,1,-2,1,-2,-2,1,1,1,1
70aac24d-e78b-4e4e-8269-ee6f4180e2a6,Maksstraffen i Norge bør økes,-1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2
3d201016-01e1-4057-be56-b32ee2753c14,Sexkjøpsloven bør oppheves,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1
d1871629-9ff1-4b11-8a3e-41784fa94338,Det bør åpnes for flere søndagsåpne butikker,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1
fb960c74-c23e-447a-bd9c-0806dd91ac36,Cannabis bør selges på polet,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-2,-1,1
4c10094a-f212-4469-9d7e-d339ae4984f1,Det bør etableres lukka institusjoner for barn under 15 som begår alvorlig kriminalitet,1,-2,-2,-2,1,-2,1,-2,-2,-1,-2,-2,-2,-2,-2,1,-2,1
6d78444b-f96d-4355-8e59-40b24c32e25a,Norge bør innføre en tredje kjønnskategori,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,-1,1,1
4d8a710c-ff93-4f35-b367-98715047bea6,Man bør åpne for å sette fotlenke på barn under 15 år,1,-2,-2,-2,1,-2,1,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2
